delta_M,D_M,K_ETA,K_P,K_PID_K,pi1_ETA,pi1_P,pi1_PID_K,pi2_ETA,pi2_P,pi2_PID_K,pi3_ETA,pi3_P,pi3_PID_K,bdt_1,bdt_10,bdt_100,bdt_2,bdt_20,bdt_5,bdt_50,randomforest_1,randomforest_10,randomforest_100,randomforest_2,randomforest_20,randomforest_5,randomforest_50,torch_1,torch_10,torch_100,torch_2,torch_20,torch_5,torch_50
145.24291991552218,1878.2830810598878,4.479796886444092,89649.8203125,-8.347286224365234,4.293786525726318,52821.48828125,-4.35797119140625,4.235865116119385,22598.044921875,-30.093563079833984,4.864544868469238,99999.125,5.817110061645508,0.8899284601211548,0.805417001247406,0.8270782232284546,0.8514591455459595,0.820431649684906,0.801705002784729,0.8105522394180298,0.9149268897424461,0.12612939804086598,0.009892649642516287,0.4328454179456318,0.047558005130952055,0.2841238105612865,0.019682452140981428,0.9832171201705933,0.0012675691395998001,0.001567134982906282,0.6319970488548279,0.001148118870332837,0.001574258436448872,0.0013387823710218072
145.14599609087918,1868.1947021508902,4.864544868469238,99999.125,5.817110061645508,4.21683406829834,10843.923828125,30.607158660888672,4.293786525726318,52821.48828125,-4.35797119140625,4.479796886444092,89649.8203125,-8.347286224365234,0.34644782543182373,0.10522550344467163,0.1596435159444809,0.21647587418556213,0.09222576767206192,0.18868306279182434,0.1583217978477478,0.3640192636095808,0.12612939804086598,0.009892649642516287,0.423356089004519,0.047558005130952055,0.2567679122955715,0.019682452140981428,1.8971064491779543e-05,0.0006544882198795676,0.001231711939908564,0.00010361028398619965,0.0009243155946023762,0.0005490838666446507,0.0008909085299819708
144.95434569726376,1868.1947021508902,4.864544868469238,99999.125,5.817110061645508,4.21683406829834,10843.923828125,30.607158660888672,4.293786525726318,52821.48828125,-4.35797119140625,4.479796886444092,89649.8203125,-8.347286224365234,0.20644502341747284,0.07998641580343246,0.1485528200864792,0.2498636096715927,0.09981270134449005,0.07480504363775253,0.18243563175201416,0.3640192636095808,0.12612939804086598,0.009892649642516287,0.39691729358318534,0.047558005130952055,0.24029249609868886,0.019682452140981428,7.351474778261036e-05,0.0006871438818052411,0.001607178128324449,0.0003362586721777916,0.0010804279008880258,0.0007025006925687194,0.0011071511544287205
144.87084960528387,1860.0662841799399,4.864544868469238,99999.125,5.817110061645508,4.293786525726318,52821.48828125,-4.35797119140625,4.235865116119385,22598.044921875,-30.093563079833984,4.479796886444092,89649.8203125,-8.347286224365234,0.6090795397758484,0.7222088575363159,0.5893449187278748,0.6302944421768188,0.5562871694564819,0.6651731133460999,0.6463025212287903,0.9149268897424461,0.12612939804086598,0.009892649642516287,0.4607388396465635,0.047558005130952055,0.2890208065315691,0.019682452140981428,0.0006730869063176215,0.0009079350274987519,0.0010691125644370914,0.0008395310724154115,0.0009669666178524494,0.0010094247991219163,0.0008599521243013442
145.09558105037763,1860.0662841799399,4.864544868469238,99999.125,5.817110061645508,4.293786525726318,52821.48828125,-4.35797119140625,4.235865116119385,22598.044921875,-30.093563079833984,4.479796886444092,89649.8203125,-8.347286224365234,0.7744503617286682,0.7199870347976685,0.7225905656814575,0.8529690504074097,0.6750932931900024,0.712668776512146,0.6649620532989502,0.9149268897424461,0.12612939804086598,0.009892649642516287,0.4326083377329869,0.047558005130952055,0.2782996976670776,0.019682452140981428,0.2489749640226364,0.0010354744736105204,0.0014740783954039216,0.09371337294578552,0.0010039546759799123,0.0014794777380302548,0.001150650205090642
142.17578125024488,1878.1914062498731,3.4124772548675537,9118.10546875,2.3672103881835938,2.9533865451812744,17115.09375,32.95552444458008,3.0687267780303955,4288.01708984375,0.12867355346679688,3.1365463733673096,17569.822265625,-14.644207000732422,0.19302165508270264,0.0839194729924202,0.11637895554304123,0.2816027104854584,0.11001455038785934,0.09483707696199417,0.16905228793621063,0.46258616896089155,0.08161812240801361,0.009892649642516287,0.3717947462554482,0.047558005130952055,0.18126572844813144,0.019682452140981428,0.004181264899671078,0.0008031573961488903,0.0010989870643243194,0.0022836297284811735,0.0008171487133949995,0.0011446189600974321,0.0008035309729166329
147.4455566393251,1860.0443115257729,4.300285339355469,20992.712890625,-0.33182525634765625,4.527547836303711,98045.6484375,1.039327621459961,4.165756702423096,17883.662109375,-5.369632244110107,4.0883331298828125,9352.8369140625,2.128326416015625,0.11161426454782486,0.18200936913490295,0.23129186034202576,0.18609730899333954,0.19518302381038666,0.2676921784877777,0.2625097632408142,0.03726885880553628,0.08161812240801361,0.009892649642516287,0.24430195152622738,0.047558005130952055,0.11592775409080351,0.019682452140981428,0.040300894528627396,0.0007450918201357126,0.0008086266461759806,0.013002046383917332,0.0007677455432713032,0.0010057085892185569,0.000705591170117259
148.21533203108584,1865.3480224611571,3.604910135269165,27279.849609375,-25.10287094116211,3.554398775100708,11254.78125,16.18808364868164,4.085719108581543,9405.7548828125,18.290706634521484,3.602917432785034,10808.9814453125,-24.39771270751953,-0.0022266723681241274,0.025107774883508682,0.0520220547914505,0.05527935177087784,0.0389549694955349,0.01703927479684353,-0.049940526485443115,0.03726885880553628,0.08161812240801361,0.009892649642516287,0.1824653568380894,0.047558005130952055,0.084946136069565,0.019682452140981428,0.00030560026061721146,0.0008211459498852491,0.0011352499714121222,0.001464487169869244,0.000954939576331526,0.00111497868783772,0.0008191757369786501
145.26428222659865,1851.2718505859013,3.8718137741088867,9010.4287109375,13.045669555664062,3.06589674949646,3299.094482421875,-7.925121307373047,3.628289222717285,5105.7783203125,1.4794502258300781,3.440485715866089,35191.73046875,41.21961975097656,0.08224735409021378,-0.08879641443490982,-0.0016481011407449841,-0.025924887508153915,-0.018285278230905533,0.07683500647544861,0.09330874681472778,0.03726885880553628,0.08161812240801361,0.009892649642516287,0.20158717095763487,0.047558005130952055,0.10930895031662133,0.019682452140981428,0.4452492892742157,0.0008359429193660617,0.0013694226508960128,0.008275452069938183,0.0008960714330896735,0.0010366766946390271,0.0008638522704131901
146.73828125026785,1864.2867431636428,3.1575286388397217,32863.63671875,90.16893768310547,3.332993507385254,30204.119140625,-41.07844543457031,3.166796922683716,17165.7421875,11.838485717773438,3.1414225101470947,17071.19140625,-52.696533203125,1.0579744577407837,1.065058946609497,1.0391907691955566,1.10181725025177,1.0639371871948242,1.0797215700149536,1.0600659847259521,0.9149268897424461,0.12612939804086598,0.009892649642516287,0.5055744541374394,0.047558005130952055,0.31520633258113473,0.019682452140981428,0.9507610201835632,0.0009051804663613439,0.0010789622319862247,0.3702292740345001,0.0009195843013003469,0.001187604502774775,0.0008955861558206379
